id, tile count, move count
2092, 10, 91
2093, 9, 33
2094, 8, 73
2095, 5, 26
2096, 8, 104
2097, 8, 56
2098, 6, 49
2099, 6, 17
2100, 6, 37
2101, 7, 36
2102, 5, 29
2103, 3, 6
2104, 7, 63
2105, 2, 3
2106, 4, 11
2107, 7, 34
2108, 4, 18
2109, 3, 7
2110, 7, 61
2111, 6, 39
2112, 6, 28
2113, 7, 48
2114, 6, 45
2115, 4, 7
2116, 10, 120
2117, 9, 80
2118, 9, 105
2119, 8, 55
2120, 5, 2
2121, 9, 43
2122, 11, 88
2123, 3, 9
2124, 6, 35
2125, 5, 18
2126, 7, 19
2127, 8, 46
2128, 3, 7
2129, 4, 11
2130, 9, 57
2131, 3, 3
2132, 6, 43
2133, 8, 68
2134, 8, 36
2135, 7, 40
2136, 3, 10
2137, 6, 28
2138, 9, 83
2139, 5, 13
2140, 6, 36
2141, 9, 71
2142, 3, 7
2143, 6, 36
2144, 6, 42
2145, 6, 36
2146, 4, 9
2147, 3, 8
2148, 6, 39
2149, 6, 45
2150, 5, 17
2151, 4, 13
2152, 4, 18
2153, 6, 33
2154, 4, 14
2155, 3, 7
2156, 10, 90
2157, 6, 35
2158, 5, 25
2159, 5, 23
2160, 9, 101
2161, 3, 9
2162, 5, 19
2163, 2, 4
2164, 6, 35
2165, 8, 26
2166, 8, 58
2167, 4, 19
2168, 7, 58
2169, 8, 53
2170, 5, 19
2171, 7, 47
2172, 2, 2
2173, 3, 4
2174, 11, 98
2175, 8, 55
2176, 5, 8
2177, 7, 50
2178, 8, 83
2179, 8, 61
2180, 5, 25
2181, 7, 48
2182, 6, 38
2183, 6, 38
2184, 7, 52
2185, 8, 62
2186, 4, 10
2187, 6, 33
2188, 5, 29
2189, 5, 16
2190, 5, 33
2191, 7, 29
2192, 7, 50
2193, 6, 27
2194, 7, 40
2195, 8, 26
2196, 6, 45
2197, 4, 16
2198, 8, 63
2199, 2, 2
2200, 5, 18
2201, 3, 7
2202, 9, 63
2203, 7, 55
2204, 4, 5
2205, 7, 31
2206, 3, 9
2207, 5, 19
2208, 5, 20
2209, 9, 100
2210, 8, 79
2211, 7, 39
2212, 7, 15
2213, 5, 29
2214, 3, 10
2215, 3, 4
2216, 7, 29
2217, 6, 20
2218, 3, 10
2219, 4, 13
2220, 10, 116
2221, 7, 39
2222, 9, 69
2223, 4, 16
2224, 5, 29
2225, 9, 89
2226, 4, 15
2227, 3, 6
2228, 5, 30
2229, 8, 71
2230, 3, 10
2231, 4, 22
2232, 7, 22
2233, 5, 22
2234, 5, 23
2235, 11, 72
2236, 10, 95
2237, 9, 49
2238, 3, 4
2239, 9, 88
2240, 5, 17
2241, 3, 10
2242, 4, 13
2243, 3, 9
2244, 7, 50
2245, 5, 21
2246, 10, 91
2247, 3, 6
2248, 6, 6
2249, 5, 8
2250, 9, 75
2251, 5, 25
2252, 5, 18
2253, 7, 44
2254, 5, 24
2255, 5, 37
2256, 8, 50
2257, 9, 69
2258, 3, 9
2259, 10, 79
2260, 6, 31
2261, 5, 16
2262, 5, 25
2263, 4, 12
2264, 5, 14
2265, 9, 45
2266, 9, 51
2267, 3, 4
2268, 13, 141
2269, 7, 58
2270, 8, 51
2271, 5, 19
2272, 6, 49
2273, 8, 95
2274, 3, 9
2275, 6, 38
2276, 7, 43
2277, 4, 14
2278, 11, 107
2279, 5, 31
2280, 4, 13
2281, 13, 156
2282, 6, 37
2283, 5, 20
2284, 8, 59
2285, 8, 75
2286, 6, 38
2287, 8, 72
2288, 5, 35
2289, 3, 5
2290, 5, 28
2291, 4, 16
2292, 5, 23
2293, 6, 31
2294, 6, 32
2295, 5, 28
2296, 3, 4
2297, 9, 84
2298, 4, 14
2299, 5, 30
2300, 6, 32
2301, 4, 8
2302, 5, 20
2303, 4, 16
2304, 5, 20
2305, 4, 13
2306, 8, 110
2307, 5, 25
2308, 5, 21
2309, 5, 25
2310, 6, 20
2311, 4, 14
2312, 9, 93
2313, 2, 2
2314, 4, 9
2315, 3, 2
2316, 6, 22
2317, 6, 22
2318, 5, 26
2319, 8, 76
2320, 7, 56
2321, 3, 4
2322, 7, 48
2323, 13, 185
2324, 5, 24
2325, 7, 64
2326, 12, 141
2327, 6, 29
2328, 5, 20
2329, 10, 105
2330, 3, 9
2331, 3, 7
2332, 4, 11
2333, 7, 50
2334, 5, 29
2335, 4, 13
2336, 5, 27
2337, 5, 32
2338, 6, 27
2339, 7, 51
2340, 8, 56
2341, 6, 35
2342, 9, 71
2343, 6, 45
2344, 5, 16
2345, 8, 76
2346, 7, 61
2347, 8, 57
2348, 7, 44
2349, 4, 7
2350, 5, 24
2351, 5, 27
2352, 5, 28
2353, 6, 17
2354, 6, 30
2355, 7, 24
2356, 5, 20
2357, 8, 36
2358, 5, 24
2359, 10, 88
2360, 3, 6
2361, 3, 7
2362, 5, 10
2363, 11, 129
2364, 2, 1
2365, 3, 11
2366, 6, 35
2367, 7, 70
2368, 7, 42
2369, 11, 142
2370, 8, 63
2371, 9, 82
2372, 6, 34
2373, 6, 46
2374, 7, 66
2375, 2, 3
2376, 2, 3
2377, 5, 25
2378, 6, 32
2379, 8, 53
2380, 7, 56
2381, 8, 60
2382, 8, 81
2383, 2, 2
2384, 5, 20
2385, 8, 68
2386, 4, 1
2387, 7, 36
2388, 9, 59
2389, 7, 67
2390, 5, 25
2391, 7, 42
2392, 6, 35
2393, 9, 69
2394, 11, 86
2395, 5, 29
2396, 6, 14
2397, 4, 9
2398, 9, 32
2399, 6, 35
2400, 3, 8
2401, 3, 6
2402, 6, 47
2403, 3, 9
2404, 4, 7
2405, 6, 40
2406, 5, 15
2407, 2, 3
2408, 6, 38
2409, 9, 87
2410, 8, 72
2411, 4, 14
2412, 7, 49
2413, 6, 38
2414, 8, 76
2415, 3, 12
2416, 4, 13
2417, 3, 4
2418, 4, 17
2419, 3, 9
2420, 4, 14
2421, 3, 7
2422, 11, 138
2423, 5, 8
2424, 11, 117
2425, 6, 40
2426, 5, 23
2427, 6, 37
2428, 4, 11
2429, 9, 58
2430, 6, 23
2431, 10, 102
2432, 4, 19
2433, 8, 53
2434, 3, 7
2435, 3, 8
2436, 8, 53
2437, 2, 3
2438, 8, 42
2439, 4, 16
2440, 5, 28
2441, 11, 116
2442, 8, 55
2443, 6, 41
2444, 3, 9
2445, 2, 3
2446, 11, 126
2447, 11, 93
2448, 7, 52
2449, 8, 61
2450, 6, 40
2451, 8, 54
2452, 2, 2
2453, 2, 3
2454, 6, 28
2455, 9, 60
2456, 11, 83
2457, 9, 93
2458, 4, 9
2459, 7, 60
2460, 3, 9
2461, 12, 108
2462, 6, 40
2463, 8, 43
2464, 6, 31
2465, 7, 52
2466, 5, 26
2467, 5, 22
2468, 10, 81
2469, 7, 63
2470, 7, 55
2471, 8, 75
2472, 5, 22
2473, 8, 83
2474, 7, 51
2475, 5, 33
2476, 2, 1
2477, 5, 16
2478, 5, 24
2479, 8, 56
2480, 6, 34
2481, 4, 25
2482, 10, 95
2483, 2, 2
2484, 5, 29
2485, 8, 60
2486, 9, 97
2487, 5, 30
2488, 10, 140
2489, 8, 59
2490, 6, 30
2491, 7, 44
2492, 6, 35
2493, 9, 79
2494, 9, 121
2495, 4, 19
2496, 6, 33
2497, 4, 10
2498, 7, 45
2499, 9, 59
2500, 5, 21
2501, 6, 33
2502, 6, 39
2503, 6, 44
2504, 5, 20
2505, 4, 3
2506, 4, 11
2507, 8, 38
2508, 11, 63
2509, 7, 46
2510, 7, 2
2511, 6, 27
2512, 7, 62
2513, 8, 58
2514, 8, 64
2515, 8, 100
2516, 7, 58
2517, 9, 75
2518, 5, 16
2519, 6, 26
2520, 7, 42
2521, 6, 17
2522, 9, 111
2523, 7, 55
2524, 8, 30
2525, 9, 71
2526, 8, 49
2527, 8, 46
2528, 5, 21
2529, 11, 98
2530, 5, 28
2531, 2, 1
2532, 4, 25
2533, 6, 49
2534, 5, 13
2535, 6, 37
2536, 9, 70
2537, 5, 23
2538, 8, 64
2539, 7, 42
2540, 3, 9
2541, 7, 43
2542, 3, 10
2543, 4, 14
2544, 5, 36
2545, 12, 105
2546, 9, 84
2547, 7, 55
2548, 12, 210
2549, 10, 150
2550, 4, 17
2551, 10, 74
2552, 9, 60
2553, 6, 3
2554, 5, 25
2555, 6, 52
2556, 6, 39
2557, 6, 20
2558, 6, 26
2559, 6, 3
2560, 5, 12
2561, 2, 2
2562, 9, 48
2563, 3, 9
2564, 10, 102
2565, 3, 6
2566, 6, 54
2567, 4, 11
2568, 3, 9
2569, 7, 41
2570, 7, 49
2571, 3, 6
2572, 7, 42
2573, 5, 22
2574, 7, 53
2575, 6, 40
2576, 7, 27
2577, 5, 19
2578, 5, 30
2579, 3, 12
2580, 4, 13
2581, 8, 54
2582, 2, 2
2583, 10, 112
2584, 4, 13
2585, 3, 7
2586, 4, 13
2587, 8, 64
2588, 3, 8
2589, 9, 77
2590, 3, 9
2591, 4, 16
2592, 4, 16
2593, 5, 37
2594, 6, 17
2595, 4, 5
2596, 8, 25
2597, 5, 25
2598, 6, 21
2599, 6, 47
2600, 7, 39
2601, 9, 78
2602, 6, 40
2603, 2, 2
2604, 6, 50
2605, 5, 20
2606, 6, 29
2607, 4, 14
2608, 4, 17
2609, 9, 68
2610, 4, 15
2611, 6, 52
2612, 7, 44
2613, 6, 28
2614, 7, 49
2615, 6, 29
2616, 8, 48
2617, 3, 4
2618, 5, 16
2619, 4, 13
2620, 4, 14
2621, 8, 16
2622, 11, 168
2623, 4, 22
2624, 4, 13
2625, 5, 12
2626, 7, 54
2627, 8, 64
2628, 9, 95
2629, 4, 14
2630, 3, 8
2631, 7, 63
2632, 8, 57
2633, 5, 30
2634, 11, 137
2635, 3, 9
2636, 5, 32
2637, 5, 17
2638, 6, 30
2639, 7, 60
2640, 6, 20
2641, 8, 31
2642, 9, 65
2643, 4, 19
2644, 9, 110
2645, 6, 37
2646, 12, 205
2647, 7, 40
2648, 8, 100
2649, 4, 14
2650, 3, 6
2651, 5, 13
2652, 4, 11
2653, 13, 130
2654, 8, 51
2655, 10, 54
2656, 5, 29
2657, 8, 67
2658, 9, 56
2659, 8, 57
2660, 10, 98
2661, 4, 14
2662, 2, 4
2663, 5, 14
2664, 4, 12
2665, 4, 11
2666, 12, 149
2667, 7, 44
2668, 3, 6
2669, 8, 57
2670, 4, 11
2671, 6, 20
2672, 11, 94
2673, 6, 30
2674, 7, 51
2675, 5, 20
2676, 6, 19
2677, 7, 34
2678, 5, 13
2679, 3, 9
2680, 4, 14
2681, 12, 133
2682, 6, 41
2683, 7, 41
2684, 8, 51
2685, 10, 112
2686, 5, 28
2687, 6, 35
2688, 2, 2
2689, 7, 38
2690, 6, 34
2691, 7, 59
2692, 6, 31
2693, 6, 44
2694, 8, 35
2695, 8, 75
2696, 6, 20
2697, 4, 12
2698, 13, 206
2699, 6, 26
2700, 3, 9
2701, 8, 69
2702, 5, 29
2703, 7, 45
2704, 7, 47
2705, 3, 9
2706, 5, 23
2707, 6, 19
2708, 6, 34
2709, 9, 106
2710, 4, 16
2711, 3, 9
2712, 6, 51
2713, 3, 9
2714, 7, 43
2715, 2, 2
2716, 8, 55
2717, 3, 9
2718, 6, 38
2719, 4, 13
2720, 6, 52
2721, 3, 11
2722, 3, 10
2723, 10, 117
2724, 7, 41
2725, 8, 69
2726, 3, 9
2727, 12, 113
2728, 9, 92
2729, 10, 100
2730, 8, 66
2731, 3, 7
2732, 6, 43
2733, 3, 9
2734, 4, 16
2735, 7, 60
2736, 6, 40
2737, 3, 8
2738, 11, 128
2739, 12, 119
2740, 3, 7
2741, 4, 14
2742, 5, 32
2743, 9, 83
2744, 5, 27
2745, 3, 9
2746, 5, 22
2747, 3, 7
2748, 6, 38
2749, 4, 2
2750, 8, 55
2751, 7, 48
2752, 6, 38
2753, 9, 98
2754, 5, 9
2755, 3, 8
2756, 6, 33
2757, 6, 38
2758, 6, 30
2759, 9, 95
2760, 5, 19
2761, 6, 24
2762, 12, 125
2763, 3, 9
2764, 8, 49
2765, 5, 20
2766, 4, 10
2767, 3, 7
2768, 2, 3
2769, 10, 105
2770, 5, 24
2771, 5, 29
2772, 8, 49
2773, 5, 16
2774, 4, 19
2775, 6, 35
2776, 6, 31
2777, 7, 39
2778, 6, 1
2779, 6, 41
2780, 5, 36
2781, 4, 13
2782, 5, 29
2783, 6, 47
2784, 3, 6
2785, 5, 17
2786, 5, 19
2787, 6, 28
2788, 10, 124
2789, 6, 28
2790, 12, 209
2791, 7, 40
2792, 2, 3
2793, 6, 35
2794, 6, 44
2795, 3, 9
2796, 8, 60
2797, 7, 4
2798, 4, 21
2799, 8, 71
2800, 9, 105
2801, 7, 44
2802, 8, 62
2803, 9, 111
2804, 6, 43
2805, 8, 62
2806, 11, 78
2807, 5, 22
2808, 6, 36
2809, 11, 123
2810, 9, 90
2811, 2, 4
2812, 9, 69
2813, 8, 60
2814, 7, 51
2815, 7, 64
2816, 2, 3
2817, 5, 6
2818, 3, 10
2819, 8, 97
2820, 9, 82
2821, 10, 90
2822, 7, 53
2823, 4, 11
2824, 7, 60
2825, 4, 17
2826, 5, 22
2827, 7, 40
2828, 4, 15
2829, 2, 2
2830, 2, 1
2831, 6, 31
2832, 6, 24
2833, 3, 8
2834, 2, 4
2835, 6, 36
2836, 10, 73
2837, 7, 45
2838, 7, 45
2839, 4, 21
2840, 5, 28
2841, 3, 9
2842, 9, 129
2843, 4, 22
2844, 8, 77
2845, 6, 3
2846, 8, 77
2847, 6, 33
2848, 5, 21
2849, 9, 84
2850, 2, 2
2851, 7, 44
2852, 7, 46
2853, 6, 33
2854, 2, 2
2855, 10, 109
2856, 8, 60
2857, 7, 35
2858, 7, 48
2859, 8, 85
2860, 7, 51
2861, 6, 38
2862, 3, 4
2863, 4, 13
2864, 9, 46
2865, 9, 74
2866, 5, 24
2867, 13, 176
2868, 7, 43
2869, 8, 61
2870, 4, 13
2871, 5, 12
2872, 4, 10
2873, 9, 93
2874, 8, 72
2875, 9, 82
2876, 6, 37
2877, 5, 29
2878, 6, 30
2879, 6, 35
2880, 5, 27
2881, 6, 23
2882, 11, 97
2883, 5, 19
2884, 2, 3
2885, 4, 24
2886, 3, 4
2887, 9, 60
2888, 5, 23
2889, 6, 34
2890, 6, 31
2891, 5, 13
2892, 3, 7
2893, 2, 1
2894, 4, 11
2895, 5, 24
2896, 8, 51
2897, 4, 13
2898, 3, 7
2899, 9, 82
2900, 3, 9
2901, 6, 22
2902, 4, 14
2903, 5, 21
2904, 3, 4
2905, 4, 14
2906, 8, 53
2907, 3, 8
2908, 8, 79
2909, 5, 26
2910, 3, 9
2911, 7, 45
2912, 8, 81
2913, 6, 31
2914, 6, 39
2915, 3, 10
2916, 7, 55
2917, 6, 36
2918, 5, 19
2919, 4, 14
2920, 5, 22
2921, 6, 39
2922, 6, 32
2923, 6, 24
2924, 6, 22
2925, 3, 6
2926, 4, 15
2927, 7, 28
2928, 9, 85
2929, 5, 17
2930, 6, 39
2931, 7, 43
2932, 5, 14
2933, 5, 17
2934, 4, 11
2935, 8, 56
2936, 6, 33
2937, 5, 13
2938, 6, 30
2939, 8, 70
2940, 5, 26
2941, 8, 67
2942, 6, 33
2943, 4, 14
2944, 3, 9
2945, 4, 22
2946, 8, 70
2947, 4, 2
2948, 4, 3
2949, 5, 23
2950, 12, 43
2951, 5, 24
2952, 3, 6
2953, 9, 79
2954, 4, 10
2955, 13, 130
2956, 7, 35
2957, 2, 4
2958, 7, 3
2959, 7, 37
2960, 5, 10
2961, 11, 92
2962, 2, 2
2963, 11, 124
2964, 6, 5
2965, 6, 31
2966, 5, 20
2967, 4, 10
2968, 7, 36
2969, 6, 22
2970, 5, 13
2971, 4, 14
2972, 5, 32
2973, 8, 62
2974, 13, 139
2975, 14, 274
2976, 7, 57
2977, 7, 41
2978, 4, 10
2979, 6, 35
2980, 2, 2
2981, 7, 62
2982, 3, 10
2983, 9, 102
2984, 7, 41
2985, 5, 25
2986, 5, 24
2987, 8, 96
2988, 3, 5
2989, 2, 3
2990, 3, 3
2991, 6, 20
2992, 3, 12
2993, 9, 78
2994, 4, 16
2995, 4, 2
2996, 8, 72
2997, 3, 6
2998, 4, 18
2999, 3, 9
3000, 9, 62
3001, 3, 9
3002, 4, 12
3003, 8, 60
3004, 5, 26
3005, 4, 10
3006, 2, 4
3007, 9, 55
3008, 6, 46
3009, 6, 35
3010, 7, 59
3011, 5, 14
3012, 3, 9
3013, 9, 104
3014, 9, 81
3015, 7, 39
3016, 8, 83
3017, 5, 29
3018, 6, 24
3019, 8, 72
3020, 6, 8
3021, 4, 13
3022, 7, 32
3023, 2, 2
3024, 8, 54
3025, 3, 4
3026, 8, 62
3027, 4, 18
3028, 5, 33
3029, 7, 60
3030, 8, 41
3031, 9, 80
3032, 3, 9
3033, 2, 3
3034, 4, 13
3035, 5, 3
3036, 9, 88
3037, 6, 38
3038, 3, 9
3039, 6, 31
3040, 8, 85
3041, 3, 9
3042, 4, 10
3043, 3, 9
3044, 6, 32
3045, 10, 115
3046, 3, 6
3047, 8, 43
3048, 5, 3
3049, 6, 37
3050, 6, 33
3051, 12, 162
3052, 12, 152
3053, 10, 120
3054, 4, 18
3055, 3, 2
3056, 8, 62
3057, 3, 12
3058, 6, 10
3059, 2, 4
3060, 5, 21
3061, 3, 1
3062, 6, 36
3063, 8, 52
3064, 8, 65
3065, 7, 54
3066, 4, 11
3067, 8, 38
3068, 5, 23
3069, 6, 35
3070, 6, 26
3071, 8, 40
3072, 5, 29
3073, 8, 60
3074, 10, 135
3075, 8, 59
3076, 10, 123
3077, 3, 7
3078, 7, 48
3079, 6, 50
3080, 8, 74
3081, 4, 10
3082, 9, 59
3083, 8, 64
3084, 5, 15
3085, 6, 36
3086, 5, 23
3087, 8, 62
3088, 11, 156
3089, 7, 41
3090, 5, 21
3091, 4, 7
3092, 5, 19
3093, 4, 3
3094, 7, 33
